EIXO,SUBEIXO,UF,MUNICÍPIO,NOME,MODALIDADE,"OBRA, PROJETO, ESTUDO, EQUIPAMENTO"
"Educação, Ciência e Tecnologia",Educação Superior,PA,Belém,Complexo Hospitalar Universitário - UFPA,"Retomada, conclusão e novas obras em Hospitais Universitários Federais",Obra
"Educação, Ciência e Tecnologia",Educação Superior,PA,Belém,Complexo Hospitalar Universitário -UFPA,"Retomada, conclusão e novas obras em Hospitais Universitários Federais",Obra
"Educação, Ciência e Tecnologia",Educação Superior,PB,Cajazeiras,Hospital Universitário Júlio Bandeira - UFCG,"Retomada, conclusão e novas obras em Hospitais Universitários Federais",Obra
"Educação, Ciência e Tecnologia",Educação Superior,PB,Campina Grande,Hospital Universitário Alcides Carneiro - UFCG,"Retomada, conclusão e novas obras em Hospitais Universitários Federais",Obra
"Educação, Ciência e Tecnologia",Educação Superior,PB,Campina Grande,Hospital Universitário Alcides Carneiro HUAC,"Retomada, conclusão e novas obras em Hospitais Universitários Federais",Obra
"Educação, Ciência e Tecnologia",Educação Superior,PB,João Pessoa,Hospital Universitário Lauro Wanderley - UFPB,"Retomada, conclusão e novas obras em Hospitais Universitários Federais",Obra
"Educação, Ciência e Tecnologia",Educação Superior,PE,Petrolina,Hospital Universitário - UNIVASF,"Retomada, conclusão e novas obras em Hospitais Universitários Federais",Obra
"Educação, Ciência e Tecnologia",Educação Superior,PE,Recife,Hospital das Clínicas - UFPE,"Retomada, conclusão e novas obras em Hospitais Universitários Federais",Obra
"Educação, Ciência e Tecnologia",Educação Superior,PE,Recife,Hospital Universitário - UNIVASF,"Retomada, conclusão e novas obras em Hospitais Universitários Federais",Obra
"Educação, Ciência e Tecnologia",Educação Superior,PR,Curitiba,Complexo do Hospital de Clínicas - UFPR,"Retomada, conclusão e novas obras em Hospitais Universitários Federais",Obra
"Educação, Ciência e Tecnologia",Educação Superior,RJ,Rio de Janeiro,Novo Complexo Hospitalar – UFRJ,"Retomada, conclusão e novas obras em Hospitais Universitários Federais",Obra
"Educação, Ciência e Tecnologia",Educação Superior,RN,Natal,Hospital Universitário Onofre Lopes - UFRN,"Retomada, conclusão e novas obras em Hospitais Universitários Federais",Obra
"Educação, Ciência e Tecnologia",Educação Superior,RR,Boa Vista,Novo Hospital Universitário – UFRR,"Retomada, conclusão e novas obras em Hospitais Universitários Federais",Obra
"Educação, Ciência e Tecnologia",Educação Superior,RS,Pelotas,Hospital Escola - UFPEL,"Retomada, conclusão e novas obras em Hospitais Universitários Federais",Obra
"Educação, Ciência e Tecnologia",Educação Superior,RS,Santa Maria,Hospital Universitário de Santa Maria - UFSM,"Retomada, conclusão e novas obras em Hospitais Universitários Federais",Obra
"Educação, Ciência e Tecnologia",Educação Superior,SC,Florianópolis,Hospital Universitário - UFSC,"Retomada, conclusão e novas obras em Hospitais Universitários Federais",Obra
"Educação, Ciência e Tecnologia",Educação Superior,SE,Lagarto,Hospital Universitário de Lagarto - UFS,"Retomada, conclusão e novas obras em Hospitais Universitários Federais",Obra
"Educação, Ciência e Tecnologia",Educação Superior,SP,São Carlos,Hospital Universitário - UFSCAR,"Retomada, conclusão e novas obras em Hospitais Universitários Federais",Obra
"Educação, Ciência e Tecnologia",Educação Superior,SP,São Paulo,Novo Hospital Universitário – UNIFESP,"Retomada, conclusão e novas obras em Hospitais Universitários Federais",Obra
"Educação, Ciência e Tecnologia",Inovação e Pesquisa,AC,Rio Branco,Embrapa Acre,Equipamentos para pesquisa agropecuária,Obra
"Educação, Ciência e Tecnologia",Inovação e Pesquisa,AL,Maceió,Embrapa Alimentos e Territórios,Centros de pesquisa agropecuária,Obra
"Educação, Ciência e Tecnologia",Inovação e Pesquisa,AM,Manaus,Embrapa Amazônia Ocidental,Equipamentos para pesquisa agropecuária,Obra
"Educação, Ciência e Tecnologia",Inovação e Pesquisa,AP,Macapá,Embrapa Amapá,Equipamentos para pesquisa agropecuária,Obra
"Educação, Ciência e Tecnologia",Inovação e Pesquisa,BA,Cruz das Almas,Embrapa Mandioca e Fruticultura,Equipamentos para pesquisa agropecuária,Obra
"Educação, Ciência e Tecnologia",Inovação e Pesquisa,CE,Fortaleza,Embrapa Agroindústria Tropical,Equipamentos para pesquisa agropecuária,Obra
"Educação, Ciência e Tecnologia",Inovação e Pesquisa,CE,Sobral,Embrapa Caprinos e Ovinos,Equipamentos para pesquisa agropecuária,Obra
"Educação, Ciência e Tecnologia",Inovação e Pesquisa,DF,Brasília,Embrapa Agroenergia,Equipamentos para pesquisa agropecuária,Obra
"Educação, Ciência e Tecnologia",Inovação e Pesquisa,DF,Brasília,Embrapa Café,Equipamentos para pesquisa agropecuária,Obra
"Educação, Ciência e Tecnologia",Inovação e Pesquisa,DF,Brasília,Embrapa Recursos Genéticos e Biotecnologia,Equipamentos para pesquisa agropecuária,Obra
"Educação, Ciência e Tecnologia",Inovação e Pesquisa,DF,Gama,Embrapa Hortaliças,Equipamentos para pesquisa agropecuária,Obra
"Educação, Ciência e Tecnologia",Inovação e Pesquisa,DF,Planaltina,Embrapa Cerrados,Equipamentos para pesquisa agropecuária,Obra
"Educação, Ciência e Tecnologia",Inovação e Pesquisa,GO,Santo Antônio de Goiás,Embrapa Arroz e Feijão,Equipamentos para pesquisa agropecuária,Obra
"Educação, Ciência e Tecnologia",Inovação e Pesquisa,MA,São Luís,Embrapa Cocais,Centros de pesquisa agropecuária,Obra
"Educação, Ciência e Tecnologia",Inovação e Pesquisa,MG,Juiz de Fora,Embrapa Gado de Leite,Equipamentos para pesquisa agropecuária,Obra
"Educação, Ciência e Tecnologia",Inovação e Pesquisa,MG,Sete Lagoas,Embrapa Milho e Sorgo,Equipamentos para pesquisa agropecuária,Obra
"Educação, Ciência e Tecnologia",Inovação e Pesquisa,MS,Campo Grande,Embrapa Gado de Corte,Equipamentos para pesquisa agropecuária,Obra
"Educação, Ciência e Tecnologia",Inovação e Pesquisa,MS,Corumbá,Embrapa Pantanal,Equipamentos para pesquisa agropecuária,Obra
"Educação, Ciência e Tecnologia",Inovação e Pesquisa,MS,Dourados,Embrapa Agropecuária Oeste,Equipamentos para pesquisa agropecuária,Obra
"Educação, Ciência e Tecnologia",Inovação e Pesquisa,MT,Sinop,Embrapa Agrossilvipastoril,Equipamentos para pesquisa agropecuária,Obra
"Educação, Ciência e Tecnologia",Inovação e Pesquisa,Nacional,-,Equipamentos para infraestrutura de pesquisa em Universidades - Pro-Infra,Seleção - Equipamentos de pesquisa em Universidades - Pro-Infra,Obra
"Educação, Ciência e Tecnologia",Inovação e Pesquisa,Nacional,-,Infraestrutura para organizações estaduais de pesquisa agropecuária,Seleção – Infraestrutura para organizações estaduais de pesquisa agropecuária,Obra
"Educação, Ciência e Tecnologia",Inovação e Pesquisa,PA,Belém,Embrapa Amazônia Oriental,Equipamentos para pesquisa agropecuária,Obra
"Educação, Ciência e Tecnologia",Inovação e Pesquisa,PB,Campina Grande,Embrapa Algodão,Equipamentos para pesquisa agropecuária,Obra
"Educação, Ciência e Tecnologia",Inovação e Pesquisa,PE,Petrolina,Semiárido,Equipamentos para pesquisa agropecuária,Obra
"Educação, Ciência e Tecnologia",Inovação e Pesquisa,PI,Teresina,Embrapa Meio-Norte,Equipamentos para pesquisa agropecuária,Obra
"Educação, Ciência e Tecnologia",Inovação e Pesquisa,PR,Colombo,Embrapa Florestas,Equipamentos para pesquisa agropecuária,Obra
"Educação, Ciência e Tecnologia",Inovação e Pesquisa,PR,Londrina,Embrapa Soja,Equipamentos para pesquisa agropecuária,Obra
"Educação, Ciência e Tecnologia",Inovação e Pesquisa,RJ,Rio de Janeiro,Embrapa Agroindústria de Alimentos,Equipamentos para pesquisa agropecuária,Obra
"Educação, Ciência e Tecnologia",Inovação e Pesquisa,RJ,Rio de Janeiro,Embrapa Solos,Equipamentos para pesquisa agropecuária,Obra
"Educação, Ciência e Tecnologia",Inovação e Pesquisa,RJ,Seropédica,Embrapa Agrobiologia,Equipamentos para pesquisa agropecuária,Obra
"Educação, Ciência e Tecnologia",Inovação e Pesquisa,RO,Porto Velho,Embrapa Rondônia,Equipamentos para pesquisa agropecuária,Obra
"Educação, Ciência e Tecnologia",Inovação e Pesquisa,RR,Boa Vista,Embrapa Roraima,Equipamentos para pesquisa agropecuária,Obra
"Educação, Ciência e Tecnologia",Inovação e Pesquisa,RS,Bagé,Embrapa Pecuária Sul,Equipamentos para pesquisa agropecuária,Obra
"Educação, Ciência e Tecnologia",Inovação e Pesquisa,RS,Bento Gonçalves,Embrapa Uva e Vinho,Equipamentos para pesquisa agropecuária,Obra
"Educação, Ciência e Tecnologia",Inovação e Pesquisa,RS,Passo Fundo,Embrapa Trigo,Equipamentos para pesquisa agropecuária,Obra
"Educação, Ciência e Tecnologia",Inovação e Pesquisa,RS,Pelotas,Embrapa Clima Temperado,Equipamentos para pesquisa agropecuária,Obra
"Educação, Ciência e Tecnologia",Inovação e Pesquisa,SC,Concórdia,Embrapa Suínos e Aves,Equipamentos para pesquisa agropecuária,Obra
"Educação, Ciência e Tecnologia",Inovação e Pesquisa,SE,Aracaju,Embrapa Tabuleiros Costeiros,Equipamentos para pesquisa agropecuária,Obra
"Educação, Ciência e Tecnologia",Inovação e Pesquisa,SP,Cachoeira Paulista,Centro Nacional de Monitoramento e Alertas de Desastres Naturais -  CEMADEN,Centros de pesquisa avançada ,Equipamento
"Educação, Ciência e Tecnologia",Inovação e Pesquisa,SP,Campinas,Acelerador de luz Sincontron Sirius,Centros de pesquisa avançada ,Obra
"Educação, Ciência e Tecnologia",Inovação e Pesquisa,SP,Campinas,Embrapa Agricultura Digital,Equipamentos para pesquisa agropecuária,Obra
"Educação, Ciência e Tecnologia",Inovação e Pesquisa,SP,Campinas,Embrapa Territorial,Equipamentos para pesquisa agropecuária,Obra
"Educação, Ciência e Tecnologia",Inovação e Pesquisa,SP,Campinas,Laboratório de biossegurança NB4 Orion,Centros de pesquisa avançada ,Obra
"Educação, Ciência e Tecnologia",Inovação e Pesquisa,SP,Iperó,Reator Nuclear Multipropósito Brasileiro – RMB,Centros de pesquisa avançada ,Obra
"Educação, Ciência e Tecnologia",Inovação e Pesquisa,SP,Jaguariúna,Embrapa Meio Ambiente,Equipamentos para pesquisa agropecuária,Obra
"Educação, Ciência e Tecnologia",Inovação e Pesquisa,SP,São Carlos,Embrapa Instrumentação,Equipamentos para pesquisa agropecuária,Obra
"Educação, Ciência e Tecnologia",Inovação e Pesquisa,SP,São Carlos,Embrapa Pecuária Sudeste,Equipamentos para pesquisa agropecuária,Obra
"Educação, Ciência e Tecnologia",Inovação e Pesquisa,TO,Palmas,Embrapa Pesca e Aquicultura,Equipamentos para pesquisa agropecuária,Obra
Inclusão Digital e Conectividade,Conectividade nas Escolas e nas Unidades de Saúde,AC,-,1.487 escolas conectadas,Conexão de Escolas,Obra
Inclusão Digital e Conectividade,Conectividade nas Escolas e nas Unidades de Saúde,AL,-,2.357 escolas conectadas,Conexão de Escolas,Obra
Inclusão Digital e Conectividade,Conectividade nas Escolas e nas Unidades de Saúde,AM,-,5.084 escolas conectadas,Conexão de Escolas,Obra
Inclusão Digital e Conectividade,Conectividade nas Escolas e nas Unidades de Saúde,AP,-,784 escolas conectadas,Conexão de Escolas,Obra
Inclusão Digital e Conectividade,Conectividade nas Escolas e nas Unidades de Saúde,BA,-,13.339 escolas conectadas,Conexão de Escolas,Obra
Inclusão Digital e Conectividade,Conectividade nas Escolas e nas Unidades de Saúde,CE,-,5.913 escolas conectadas,Conexão de Escolas,Obra
Inclusão Digital e Conectividade,Conectividade nas Escolas e nas Unidades de Saúde,DF,-,708 escolas conectadas,Conexão de Escolas,Obra
Inclusão Digital e Conectividade,Conectividade nas Escolas e nas Unidades de Saúde,ES,-,2.694 escolas conectadas,Conexão de Escolas,Obra
Inclusão Digital e Conectividade,Conectividade nas Escolas e nas Unidades de Saúde,GO,-,3.512 escolas conectadas,Conexão de Escolas,Obra
Inclusão Digital e Conectividade,Conectividade nas Escolas e nas Unidades de Saúde,MA,-,10.417 escolas conectadas,Conexão de Escolas,Obra
Inclusão Digital e Conectividade,Conectividade nas Escolas e nas Unidades de Saúde,MG,-,11.987 escolas conectadas,Conexão de Escolas,Obra
Inclusão Digital e Conectividade,Conectividade nas Escolas e nas Unidades de Saúde,MS,-,1.354 escolas conectadas,Conexão de Escolas,Obra
Inclusão Digital e Conectividade,Conectividade nas Escolas e nas Unidades de Saúde,MT,-,2.271 escolas conectadas,Conexão de Escolas,Obra
Inclusão Digital e Conectividade,Conectividade nas Escolas e nas Unidades de Saúde,PA,-,9.685 escolas conectadas,Conexão de Escolas,Obra
Inclusão Digital e Conectividade,Conectividade nas Escolas e nas Unidades de Saúde,PB,-,3.836 escolas conectadas,Conexão de Escolas,Obra
Inclusão Digital e Conectividade,Conectividade nas Escolas e nas Unidades de Saúde,PE,-,5.937 escolas conectadas,Conexão de Escolas,Obra
Inclusão Digital e Conectividade,Conectividade nas Escolas e nas Unidades de Saúde,PI,-,3.778 escolas conectadas,Conexão de Escolas,Obra
Inclusão Digital e Conectividade,Conectividade nas Escolas e nas Unidades de Saúde,PR,-,7.381 escolas conectadas,Conexão de Escolas,Obra
Inclusão Digital e Conectividade,Conectividade nas Escolas e nas Unidades de Saúde,RJ,-,6.742 escolas conectadas,Conexão de Escolas,Obra
Inclusão Digital e Conectividade,Conectividade nas Escolas e nas Unidades de Saúde,RN,-,2.760 escolas conectadas,Conexão de Escolas,Obra
Inclusão Digital e Conectividade,Conectividade nas Escolas e nas Unidades de Saúde,RO,-,1.060 escolas conectadas,Conexão de Escolas,Obra
Inclusão Digital e Conectividade,Conectividade nas Escolas e nas Unidades de Saúde,RR,-,831 escolas conectadas,Conexão de Escolas,Obra
Inclusão Digital e Conectividade,Conectividade nas Escolas e nas Unidades de Saúde,RS,-,7.249 escolas conectadas,Conexão de Escolas,Obra
Inclusão Digital e Conectividade,Conectividade nas Escolas e nas Unidades de Saúde,SC,-,5.196 escolas conectadas,Conexão de Escolas,Obra
Inclusão Digital e Conectividade,Conectividade nas Escolas e nas Unidades de Saúde,SE,-,1.616 escolas conectadas,Conexão de Escolas,Obra
Inclusão Digital e Conectividade,Conectividade nas Escolas e nas Unidades de Saúde,SP,-,18.942 escolas conectadas,Conexão de Escolas,Obra
Inclusão Digital e Conectividade,Conectividade nas Escolas e nas Unidades de Saúde,TO,-,1.435 escolas conectadas,Conexão de Escolas,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,AC,-,14 localidades conectadas,Expansão do 4G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,AC,-,22 sedes municipais conectadas,Implantação do 5G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,AC,-,693 km de rodovias federais conectadas,Expansão do 4G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,AL,-,102 sedes municipais conectadas,Implantação do 5G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,AL,-,118 km de rodovias federais conectadas,Expansão do 4G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,AL,-,192 localidades conectadas,Expansão do 4G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,AL,-,91 localidades conectadas,Implantação do 5G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,AL,-,Fibra óptica – backhaul - implantada em 4 municípios,Rede de fibra ótica - backhaul,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,AM,-,140 localidades conectadas,Expansão do 4G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,AM,-,62 sedes municipais conectadas,Implantação do 5G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,AM,-,695 km de rodovias federais conectadas,Expansão do 4G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,AM,-,Fibra óptica – backhaul - implantada em 1 município,Rede de fibra ótica - backhaul,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,AP,-,16 sedes municipais conectadas,Implantação do 5G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,AP,-,408 km de rodovias federais conectadas,Expansão do 4G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,AP,-,45 localidades conectadas,Expansão do 4G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,AP,-,Fibra óptica – backhaul - implantada em 7 municípios,Rede de fibra ótica - backhaul,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,BA,-,391 localidades conectadas,Implantação do 5G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,BA,-,4.523 km de rodovias federais conectadas,Expansão do 4G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,BA,-,417 sedes municipais conectadas,Implantação do 5G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,BA,-,921 localidades conectadas,Expansão do 4G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,BA,-,Fibra óptica – backhaul - implantada em 53 municípios,Rede de fibra ótica - backhaul,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,CE,-,1.257 km de rodovias federais conectadas,Expansão do 4G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,CE,-,131 localidades conectadas,Implantação do 5G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,CE,-,184 sedes municipais conectadas,Implantação do 5G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,CE,-,632 localidades conectadas,Expansão do 4G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,CE,-,Fibra óptica – backhaul - implantada em 8 municípios,Rede de fibra ótica - backhaul,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,DF,-,1 sede municipal conectada,Implantação do 5G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,DF,-,11 localidades conectadas,Expansão do 4G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,DF,-,19 km de rodovias federais conectadas,Expansão do 4G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,ES,-,188 localidades conectadas,Expansão do 4G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,ES,-,374 km de rodovias federais conectadas,Expansão do 4G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,ES,-,53 localidades conectadas,Implantação do 5G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,ES,-,78 sedes municipais conectadas,Implantação do 5G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,GO,-,1.626 km de rodovias federais conectadas,Expansão do 4G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,GO,-,193 localidades conectadas,Expansão do 4G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,GO,-,24 localidades conectadas,Implantação do 5G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,GO,-,245 sedes municipais conectadas,Implantação do 5G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,GO,-,Fibra óptica – backhaul - implantada em 13 municípios,Rede de fibra ótica - backhaul,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,MA,-,199 localidades conectadas,Expansão do 4G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,MA,-,2.131 km de rodovias federais conectadas,Expansão do 4G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,MA,-,201 localidades conectadas,Implantação do 5G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,MA,-,216 sedes municipais conectadas,Implantação do 5G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,MA,-,Fibra óptica – backhaul - implantada em 49 municípios,Rede de fibra ótica - backhaul,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,MG,-,1.040 localidades conectadas,Expansão do 4G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,MG,-,266 localidades conectadas,Implantação do 5G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,MG,-,4.520 km de rodovias federais conectadas,Expansão do 4G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,MG,-,852 sedes municipais conectadas,Implantação do 5G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,MG,-,Fibra óptica – backhaul - implantada em 19 municípios,Rede de fibra ótica - backhaul,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,MS,-,15 localidades conectadas,Implantação do 5G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,MS,-,2.643 km de rodovias federais conectadas,Expansão do 4G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,MS,-,75 localidades conectadas,Expansão do 4G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,MS,-,80 sedes municipais conectadas,Implantação do 5G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,MS,-,Fibra óptica – backhaul - implantada em 1 município,Rede de fibra ótica - backhaul,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,MT,-,141 sedes municipais conectadas,Implantação do 5G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,MT,-,168 localidades conectadas,Expansão do 4G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,MT,-,18 localidades conectadas,Implantação do 5G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,MT,-,3.205 km de rodovias federais conectadas,Expansão do 4G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,PA,-,1.940 km de rodovias federais conectadas,Expansão do 4G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,PA,-,144 sedes municipais conectadas,Implantação do 5G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,PA,-,509 localidades conectadas,Expansão do 4G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,PA,-,Fibra óptica – backhaul - implantada em 25 municípios,Rede de fibra ótica - backhaul,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,PB,-,176 localidades conectadas,Expansão do 4G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,PB,-,223 sedes municipais conectadas,Implantação do 5G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,PB,-,488 km de rodovias federais conectadas,Expansão do 4G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,PB,-,64 localidades conectadas,Implantação do 5G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,PB,-,Fibra óptica – backhaul - implantada em 66 municípios,Rede de fibra ótica - backhaul,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,PE,-,185 sedes municipais conectadas,Implantação do 5G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,PE,-,384 localidades conectadas,Expansão do 4G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,PE,-,935 km de rodovias federais conectadas,Expansão do 4G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,PE,-,99 localidades conectadas,Implantação do 5G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,PE,-,Fibra óptica – backhaul - implantada em 31 municípios,Rede de fibra ótica - backhaul,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,PI,-,1.473 km de rodovias federais conectadas,Expansão do 4G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,PI,-,179 localidades conectadas,Expansão do 4G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,PI,-,224 sedes municipais conectadas,Implantação do 5G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,PI,-,40 localidades conectadas,Implantação do 5G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,PI,-,Fibra óptica – backhaul - implantada em 116 municípios,Rede de fibra ótica - backhaul,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,PR,-, 1.293 km de rodovias federais conectadas,Expansão do 4G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,PR,-,23 localidades conectadas,Implantação do 5G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,PR,-,399 sedes municipais conectadas,Implantação do 5G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,PR,-,411 localidades conectadas,Expansão do 4G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,RJ,-,134 localidades conectadas,Expansão do 4G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,RJ,-,254 km de rodovias federais conectadas,Expansão do 4G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,RJ,-,45 localidades conectadas,Implantação do 5G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,RJ,-,92 sedes municipais conectadas,Implantação do 5G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,RN,-,167 sedes municipais conectadas,Implantação do 5G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,RN,-,251 localidades conectadas,Expansão do 4G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,RN,-,575 km de rodovias federais conectadas,Expansão do 4G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,RN,-,65 localidades conectadas,Implantação do 5G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,RN,-,Fibra óptica – backhaul - implantada em 53 municípios,Rede de fibra ótica - backhaul,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,RO,-,1.352 km de rodovias federais conectadas,Expansão do 4G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,RO,-,52 sedes municipais conectadas,Implantação do 5G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,RO,-,54 localidades conectadas,Expansão do 4G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,RO,-,Fibra óptica – backhaul - implantada em 7 municípios,Rede de fibra ótica - backhaul,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,RR,-,15 sedes municipais conectadas,Implantação do 5G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,RR,-,29 localidades conectadas,Expansão do 4G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,RR,-,847 km de rodovias federais conectadas,Expansão do 4G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,RR,-,Fibra óptica – backhaul - implantada em 7 municípios,Rede de fibra ótica - backhaul,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,RS,-,12 localidades conectadas,Implantação do 5G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,RS,-,2.273 km de rodovias federais conectadas,Expansão do 4G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,RS,-,497 sedes municipais conectadas,Implantação do 5G,Obra
Inclusão Digital e Conectividade,Expansão do 4G e Implantação do 5G,RS,-,621 localidades conectadas,Expansão do 4G,Obra
